,text,label
79," **Semantic segmentation.** Network architecture for semantic segmentation has evolved for years, from CNNs [1][2][3] to Transformers [4][5][6][7][1]. Another line of research works focuses on enhancing the extracted representations like integrating attention mechanisms [8][9][10][11] or context representations [12][13][14][15] into segmentation models. BLV is complementary to these various frameworks and improves several state-of-the-art methods consistently.

**Semi-supervised semantic segmentation.** To alleviate the heavy need for large-scale annotated data, semi-supervised semantic segmentation has become a research hotspot. There are two typical frameworks for this task: consistency regularization [16][17][18] and self-training [19][20][21][22]. Consistency regularization applies various perturbations [17] on training data and forces consistent predictions between the perturbed and the unperturbed input [18]. Self-training [23][24][20][23][25][13][26] uses the predictions from the pre-trained model as the ""ground-truth"" of the unlabeled data and then trains a semantic segmentation model in a fully-supervised manner. These two frameworks have no specialized operations for long-tail data. To this end, we provide a concise and generic approach that can be integrated into any framework.

**Unsupervised domain adaptive semantic segmentation.** UDA semantic segmentation aims at learning segmentation model that transfer knowledge from labeled source domain to unlabeled target domain. Early methods for UDA segmentation focus on enabling the model to extract to domain-invariant features. They align the cross-domain feature distribution at image level [27][28][28], feature level [29][30][31][32] and output level [33][32][34] via image style transfer [35][36][37][38][39], image feature domain discriminator [40][41][42][40] or well-designed metrics [43][44][45]. Follow-up study [46][47] suggests that the self-training-based pipeline leads to more consistent improvement. Recently, DAFormer [48] and HRDA [49] provide a self-training-based Transformer architecture together with many efficient training strategies, which can achieve consistent improvement over other competitors. BLV can be simply integrated into existing pipelines, and consistently improve their performance.

**Long-tail learning.** Since the long-tail phenomenon is common  in deep learning, the performance of the model tends to be dominated by the head category, while the learning of the tail category is severely underdeveloped. One intuitive solution to alleviate unbalanced data distribution is data processing, which typically consists of three ways: over-sampling [50][51][52], under-sampling [53][54] and data augmentation [14]. Various methods have been proposed to alleviate the long-tail phenomenon in semantic segmentation, which can be mainly divided into three settings: fully supervised [55][56], semi-supervised [57][58][59], and UDA [60][61][62]. It is noteworthy that existing methods are usually limited to a specific setting and lack generalizability.

**Noise-based augmentation.** To improve model robustness and avoid over-fitting, augmenting data with noise [63][64][65] at image level or feature level is widely applied to model training. Techniques [66][67] like Dropout [68], color jittering [69], gaussian noise, are the most common methods and proved to be simple yet efficient, but they might also introducing task-agnostic bias . Another line of research aims to optimize the noise added in extracted features to ""fool"" the model [70]. The optimized noise is defined as adversarial examples, which are commonly recognized as the hard sample for the model. Methods like _M2m_[71] and _AdvProp_[72] utilize adversarial examples to augment the training data and significantly improve model robustness. Prior arts focus on improving the robustness yet ignoring the prevalence of long-tail data, whereas our BLV can alleviate the feature squeeze caused by long-tail data effectively.

",1
80," **Semantic segmentation.** Network architecture for semantic segmentation has evolved for years, from CNNs [1][2][3] to Transformers [4][5][6][7][1]. Another line of research works focuses on enhancing the extracted representations like integrating attention mechanisms [8][9][10][11] or context representations [12][13][14][15] into segmentation models. 

**Semi-supervised semantic segmentation.** To alleviate the heavy need for large-scale annotated data, semi-supervised semantic segmentation has become a research hotspot. There are two typical frameworks for this task: consistency regularization [16][17][18] and self-training [19][20][21][22]. Consistency regularization applies various perturbations [17] on training data and forces consistent predictions between the perturbed and the unperturbed input [18]. Self-training [23][24][20][23][25][13][26] uses the predictions from the pre-trained model as the ""ground-truth"" of the unlabeled data and then trains a semantic segmentation model in a fully-supervised manner. These two frameworks have no specialized operations for long-tail data. 

**Unsupervised domain adaptive semantic segmentation.** UDA semantic segmentation aims at learning segmentation model that transfer knowledge from labeled source domain to unlabeled target domain. Early methods for UDA segmentation focus on enabling the model to extract to domain-invariant features. They align the cross-domain feature distribution at image level [27][28][28], feature level [29][30][31][32] and output level [33][32][34] via image style transfer [35][36][37][38][39], image feature domain discriminator [40][41][42][40] or well-designed metrics [43][44][45]. Follow-up study [46][47] suggests that the self-training-based pipeline leads to more consistent improvement. Recently, DAFormer [48] and HRDA [49] provide a self-training-based Transformer architecture together with many efficient training strategies, which can achieve consistent improvement over other competitors. 

**Long-tail learning.** Since the long-tail phenomenon is common  in deep learning, the performance of the model tends to be dominated by the head category, while the learning of the tail category is severely underdeveloped. One intuitive solution to alleviate unbalanced data distribution is data processing, which typically consists of three ways: over-sampling [50][51][52], under-sampling [53][54] and data augmentation [14]. Various methods have been proposed to alleviate the long-tail phenomenon in semantic segmentation, which can be mainly divided into three settings: fully supervised [55][56], semi-supervised [57][58][59], and UDA [60][61][62]. It is noteworthy that existing methods are usually limited to a specific setting and lack generalizability.

**Noise-based augmentation.** To improve model robustness and avoid over-fitting, augmenting data with noise [63][64][65] at image level or feature level is widely applied to model training. Techniques [66][67] like Dropout [68], color jittering [69], gaussian noise, are the most common methods and proved to be simple yet efficient, but they might also introducing task-agnostic bias . Another line of research aims to optimize the noise added in extracted features to ""fool"" the model [70]. The optimized noise is defined as adversarial examples, which are commonly recognized as the hard sample for the model. Methods like _M2m_[71] and _AdvProp_[72] utilize adversarial examples to augment the training data and significantly improve model robustness. 

",0
81," Dual-process theory (; ) argues there are two cognitive systems underpinning human reasoning: System 1 and System 2. The purpose of clarifying these systems is that they have the potential to help us construct artificial intelligence systems that benefit from human flexibility and methodical generalization.

Dual process system model guidance is not new. [3] simulated Systems 1 and 2 to improve consistency and coherence of neural networks. Similar to several studies ; [2]; [1], in addition to System 1 for the generation, we develop a distinct model as System 2, called Verifier. The Verifier checks the feasibility and correctness of the generator's content and collaboratively solves the reasoning task together.

Many works exploit the multi-step reasoning ability of language models.  showed that training a verifier to score the solutions generated by a fine-tuned GPT-3 could improve the performance compared to solely fine-tuning a GPT-3. [4] discovered that asking the language model to write the intermediate process could achieve better results on various NLP tasks. Likewise, Chain-of-Thought (CoT) prompts () prepended exemplars with intermediate reasoning steps as prompts and achieved SoTA on several reasoning benchmarks by using large-scale PLMs. [5] further boosted CoT's performance by sampling a bunch of possible solutions and then obtained the final answer by majority voting. DIVERSE ([2]) proved diverse CoT prompts and an extra verifier were both helpful for PLMs to solve reasoning problems. [6] found that by simply adding ""Let's think step by step"" after the question. PLMs could successfully step by step solve the problems, called Zero-shot-CoT.

These above methods rely on extremely large language models, resulting in high computational cost and time-consuming. Moreover, several works (; [6]) point out that neither CoT nor Zero-shot-CoT is helpful to smaller models. While our method does not necessarily require extremely large PLMs and can work with models with different size scales, thus reducing computational cost and inference time. Our approach has competitive zero-shot performance thanks to the efficient and collaborative application of a dual-process system.

",1
82," Dual-process theory (; ) argues there are two cognitive systems underpinning human reasoning: System 1 and System 2. The purpose of clarifying these systems is that they have the potential to help us construct artificial intelligence systems that benefit from human flexibility and methodical generalization.

Dual process system model guidance is not new. [3] simulated Systems 1 and 2 to improve consistency and coherence of neural networks. Similar to several studies ; [2]; [1], in addition to System 1 for the generation, we develop a distinct model as System 2, called Verifier. The Verifier checks the feasibility and correctness of the generator's content and collaboratively solves the reasoning task together.

Many works exploit the multi-step reasoning ability of language models.  showed that training a verifier to score the solutions generated by a fine-tuned GPT-3 could improve the performance compared to solely fine-tuning a GPT-3. [4] discovered that asking the language model to write the intermediate process could achieve better results on various NLP tasks. Likewise, Chain-of-Thought (CoT) prompts () prepended exemplars with intermediate reasoning steps as prompts and achieved SoTA on several reasoning benchmarks by using large-scale PLMs. [5] further boosted CoT's performance by sampling a bunch of possible solutions and then obtained the final answer by majority voting. DIVERSE ([2]) proved diverse CoT prompts and an extra verifier were both helpful for PLMs to solve reasoning problems. [6] found that by simply adding ""Let's think step by step"" after the question. PLMs could successfully step by step solve the problems, called Zero-shot-CoT.

These above methods rely on extremely large language models, resulting in high computational cost and time-consuming. Moreover, several works (; [6]) point out that neither CoT nor Zero-shot-CoT is helpful to smaller models. 

",0
83," The techniques proposed to combat catastrophic forgetting can be broadly categorized into three [1]. (1) The regularisation-based methods that add an extra regularisation loss term either to penalize changes to the network parameters that are important for previous tasks [2][3] or to distill knowledge from previous tasks to the current task [4][5]. (2) The parameter isolation-based methods that assign each task with an isolated set of parameters to prevent task interference either by dynamically increasing the network capacity [6][7][8] or by masking previous task parameters in a fixed size network [9][10][11]. Although parameter isolation methods are effective in overcoming catastrophic forgetting, they experience either a linear increase in network parameters or a decrease in capacity per task as the number of tasks grows [12]. (3) The rehearsal-based methods that store a small subset of previous task data to either retrain [13] or constrain the optimisation [14][15][16] during the learning of new tasks in order to retain the discriminability between old and new classes. However, these methods also encounter pitfalls due to memory limitations, and other pragmatic concerns such as privacy or consent issues when storing samples. An alternative to rehearsal-based methods is ""pseudo-rehearsal"", which involves training a generative model to mimic past task distributions [17][18]. Despite the encouraging results, generative models are computationally expensive to train [19] and are also prone to catastrophic forgetting [20]. This motivated the development of NECIL strategies that neither depends on real nor fake past samples [21][22][23].

NECIL methods benefit from powerful feature extractors learning transferable features across tasks, as demonstrated by SDC [23], which showed that embedding networks suffer significantly less from catastrophic forgetting. PASS [21] also showed that self-supervised learning alleviates task-level overfitting. Furthermore, to maintain the decision boundaries of previously learned classes, PASS introduced a class-mean prototype augmentation technique based on Gaussian noise. While this technique aids in the retention of old information, it can be further improved by leveraging the knowledge of the distribution of classes in the feature space. Accordingly, IL2A [24] proposed storing covariance matrices to retain class variations, but this approach can be memory intensive. SSRE [22] proposed a dynamic structure reorganization strategy to retain and transfer knowledge between tasks along with a prototype selection mechanism that utilizes an up-sampling technique of non-augmented class-mean prototypes. Similar to these approaches, we also store the mean prototype, while proposing a new method to augment them. To this end, we use the topological connections derived from an NG-like vector quantization to generate prototypes that lie within the shared feature regions of the confusing classes which aid in establishing better class discrimination.

Vector Quantization (VQ), a technique used to discretize a continuous data space into a finite set of ""coding vectors"" (CVs) was popularised with the advents of Self-organizing Maps (SOMs) . In addition to quantizing the data manifold, a SOM captures a topological mapping from data to the CVs. Neural Gas (NG) networks [25][26], on the other hand, were introduced to address a shortcoming of the original SOM by allowing a generic graph structure rather than a fixed lattice structure. In NG, the CVs are adjusted to capture the data-dense regions, and the edges between these CVs are formed based on their proximity. These edges and the CVs form a graph that approximates the topology of the data manifold.

Coding vector-based learning can be traced back to the K-nearest neighbor (K-NN) algorithm [27]. For instance, Learning Vector Quantization (LVQ) was proposed to derive the CVs used in a 1-NN classifier [28][29]. Despite common roots, LVQ algorithms and unsupervised VQ algorithms such as SOM differ in their primary usages of CVs; the unsupervised algorithms attempt to obtain a set of CVs to best represent the data while LVQ algorithms attempt to reduce the misclassification rate by focusing on the decision boundaries between classes. These complementary properties allow us to combine unsupervised and supervised VQ methods  to obtain CVs to both reduce the misclassification rate and represent the data distribution .

Multiple studies explored the integration of the hierarchical feature-extracting capability of deep feature extractors with VQ  which were also later adapted to Continual Learning. TPCIL [30] proposed to retain the topology of the feature space to preserve old knowledge over the increments. IDLVQ [31] proposed to adapt a margin-based loss for the task of few-shot class incremental learning (FSCIL) - a special case of CIL, therefore not directly transferrable to CIL/NECIL - to create a large margin between classes to mitigate overlap. TOPIC [32] was also proposed for the FSCIL setting with the aim of preserving old knowledge by stabilizing a NG network. We highlight that changes to the topology are possible due to the inevitable feature drift occurring over incremental steps thus a method that uses both augmented prototypes and new data to update the topological graph between CVs is warrented.

",1
84," The techniques proposed to combat catastrophic forgetting can be broadly categorized into three [1]. (1) The regularisation-based methods that add an extra regularisation loss term either to penalize changes to the network parameters that are important for previous tasks [2][3] or to distill knowledge from previous tasks to the current task [4][5]. (2) The parameter isolation-based methods that assign each task with an isolated set of parameters to prevent task interference either by dynamically increasing the network capacity [6][7][8] or by masking previous task parameters in a fixed size network [9][10][11]. Although parameter isolation methods are effective in overcoming catastrophic forgetting, they experience either a linear increase in network parameters or a decrease in capacity per task as the number of tasks grows [12]. (3) The rehearsal-based methods that store a small subset of previous task data to either retrain [13] or constrain the optimisation [14][15][16] during the learning of new tasks in order to retain the discriminability between old and new classes. However, these methods also encounter pitfalls due to memory limitations, and other pragmatic concerns such as privacy or consent issues when storing samples. An alternative to rehearsal-based methods is ""pseudo-rehearsal"", which involves training a generative model to mimic past task distributions [17][18]. Despite the encouraging results, generative models are computationally expensive to train [19] and are also prone to catastrophic forgetting [20]. 

NECIL methods benefit from powerful feature extractors learning transferable features across tasks, as demonstrated by SDC [23], which showed that embedding networks suffer significantly less from catastrophic forgetting. PASS [21] also showed that self-supervised learning alleviates task-level overfitting. Furthermore, to maintain the decision boundaries of previously learned classes, PASS introduced a class-mean prototype augmentation technique based on Gaussian noise. While this technique aids in the retention of old information, it can be further improved by leveraging the knowledge of the distribution of classes in the feature space. Accordingly, IL2A [24] proposed storing covariance matrices to retain class variations, but this approach can be memory intensive. SSRE [22] proposed a dynamic structure reorganization strategy to retain and transfer knowledge between tasks along with a prototype selection mechanism that utilizes an up-sampling technique of non-augmented class-mean prototypes. 

Vector Quantization (VQ), a technique used to discretize a continuous data space into a finite set of ""coding vectors"" (CVs) was popularised with the advents of Self-organizing Maps (SOMs) . In addition to quantizing the data manifold, a SOM captures a topological mapping from data to the CVs. Neural Gas (NG) networks [25][26], on the other hand, were introduced to address a shortcoming of the original SOM by allowing a generic graph structure rather than a fixed lattice structure. In NG, the CVs are adjusted to capture the data-dense regions, and the edges between these CVs are formed based on their proximity. These edges and the CVs form a graph that approximates the topology of the data manifold.

Coding vector-based learning can be traced back to the K-nearest neighbor (K-NN) algorithm [27]. For instance, Learning Vector Quantization (LVQ) was proposed to derive the CVs used in a 1-NN classifier [28][29]. Despite common roots, LVQ algorithms and unsupervised VQ algorithms such as SOM differ in their primary usages of CVs; the unsupervised algorithms attempt to obtain a set of CVs to best represent the data while LVQ algorithms attempt to reduce the misclassification rate by focusing on the decision boundaries between classes. These complementary properties allow us to combine unsupervised and supervised VQ methods  to obtain CVs to both reduce the misclassification rate and represent the data distribution .

Multiple studies explored the integration of the hierarchical feature-extracting capability of deep feature extractors with VQ  which were also later adapted to Continual Learning. TPCIL [30] proposed to retain the topology of the feature space to preserve old knowledge over the increments. IDLVQ [31] proposed to adapt a margin-based loss for the task of few-shot class incremental learning (FSCIL) - a special case of CIL, therefore not directly transferrable to CIL/NECIL - to create a large margin between classes to mitigate overlap. TOPIC [32] was also proposed for the FSCIL setting with the aim of preserving old knowledge by stabilizing a NG network. 

",0
85," **Optical Flow Estimation.** Traditionally, optical flow estimation [1][2][3][4][5] is treated as an energy minimization problem. Nowadays, deep models [6][7][8][9] formulate the optical flow estimation as a regression problem with an end-to-end trainable Convolutional Neural Network. More recently, deep learning based iterative refinement for optical flow [7][10][8][11][12] has resulted in a big breakthrough. RAFT  constructs a 4D multi-scale correlation volume and utilizes a convolutional GRU block as an update operator. And GMA [11] further proposes a global motion aggregation module to tackle the occlusion problem. Besides, recent methods [13][14][15][16][17] mainly focus on the recurrent decoder of RAFT. These methods are orthogonal to ours as we mainly focus on GIM pretraining of feature encoder and provide a rethinking for optical flow from the geometric matching consistent scene perspective.

**Geometric Image Matching.** Geometric image matching [18][19] tends to find correspondence among images with different views. Different from optical flow estimation, image matching usually assumes that the scene is static and the geometric displacements are due to the changeof viewpoints (camera pose). Among recent detector-free matching methods [20][21][22][23][24], Tang _et al_. [24] propose QuadTree attention to capture both fine-level details and long-range dependencies, which outperforms the Linear attention [25] used in [23]. In this work, we also employ a QuadTree attention-based network as our feature extractor to learn feature correlation between two-view images. Benefited from the matching pre-training, we can get much better flow estimation within non-occluded regions. Furthermore, global motion aggregation module [11] can help propagate the accurate flow within non-occluded regions to more challenging occluded ones, which can boost the performance of optical flow estimation a lot.

Besides, there is also a line of works [5][10][26][27][28] which try to reduce the gap between optical flow estimation and GIM. GMFlow [5] formulates the optical flow estimation as a dense global matching problem, while GMFlowNet [10] introduces the matching loss and matching initialization into the optical flow. On the other hand, Depthstill [27] constructs matching pairs based on estimated depth for direct optical flow training and achieves superior generalization to unseen real data. We should clarify that our work is different from them because MatchFlow focuses on the GIM based pre-training for better feature representations from the perspective of curriculum learning [29]. Moreover, MatchFlow outperforms these competitors with superior generalization on Sintel.

**Curriculum Learning**. Large datasets are one of the driving forces of deep learning. However, due to it's difficult to provide reliable ground truth optical flow labels, there is limited target data. Thus optical flow models typically rely on the pre-training on the synthetic FlyingChair [6] and FlyingThings3D [30] dataset with the curriculum learning [29]. In contrast, we give a rethinking to this pipeline and propose using GIM as a pre-training task for optical flow.

",1
86," **Optical Flow Estimation.** Traditionally, optical flow estimation [1][2][3][4][5] is treated as an energy minimization problem. Nowadays, deep models [6][7][8][9] formulate the optical flow estimation as a regression problem with an end-to-end trainable Convolutional Neural Network. More recently, deep learning based iterative refinement for optical flow [7][10][8][11][12] has resulted in a big breakthrough. RAFT  constructs a 4D multi-scale correlation volume and utilizes a convolutional GRU block as an update operator. And GMA [11] further proposes a global motion aggregation module to tackle the occlusion problem. Besides, recent methods [13][14][15][16][17] mainly focus on the recurrent decoder of RAFT. 

**Geometric Image Matching.** Geometric image matching [18][19] tends to find correspondence among images with different views. Different from optical flow estimation, image matching usually assumes that the scene is static and the geometric displacements are due to the changeof viewpoints (camera pose). Among recent detector-free matching methods [20][21][22][23][24], Tang _et al_. [24] propose QuadTree attention to capture both fine-level details and long-range dependencies, which outperforms the Linear attention [25] used in [23]. 

Besides, there is also a line of works [5][10][26][27][28] which try to reduce the gap between optical flow estimation and GIM. GMFlow [5] formulates the optical flow estimation as a dense global matching problem, while GMFlowNet [10] introduces the matching loss and matching initialization into the optical flow. On the other hand, Depthstill [27] constructs matching pairs based on estimated depth for direct optical flow training and achieves superior generalization to unseen real data. 

**Curriculum Learning**. Large datasets are one of the driving forces of deep learning. However, due to it's difficult to provide reliable ground truth optical flow labels, there is limited target data. Thus optical flow models typically rely on the pre-training on the synthetic FlyingChair [6] and FlyingThings3D [30] dataset with the curriculum learning [29]. 

",0
87," Previous work relates to ours from two main perspectives: Video Anomaly Detection methods (see Sec. 2.1), and diffusion models for motion synthesis (see Sec. 2.2).

Pioneer works analyze the trajectory of the agents in the frames to discriminate those distant from normality . Within recent literature, two major trends can be identified: latent- and reconstruction-based methods. VAD techniques also vary based on the type of input data they use, such as videos or human skeletal pose motions. MoCoDAD, as all the VAD works presented in this section, adheres to the OCC protocol, which simulates the scarcity of anomalies in real-world scenarios [1].

**Latent-based VAD** methods identify abnormality according to a score extracted from a learned latent space whereby normality is supposedly mapped into a constrained volume, and anomalies are those latents lying outside, with a largerscore (see [2][3][4] for an overview of latent-based AD). Sabokrou et al. [5] propose a two-staged cascade of deep neural networks. First, they employ a stack of autoencoders that detects points of interest (POIs) while excluding irrelevant patches (e.g., background). Second, they identify anomalies by densely extracting and modeling discriminative patches at POIs. Notice that this work constrains normality to belong to a single mode and anomalies outside, thus, addressing the openset'ness of anomalies, but it hampers the multimodal and diversity  aspect of normal motions. Contrarily, our work considers the multimodality of normal and abnormal motions.

Notably, Nguyen et al. [6] propose an image-based technique exploring multimodal anomaly detection via multi-headed VAEs. However, considering a fixed number of modes for reality amends multimodality only partially, as it misses to unleash its openset'ness. Differently, we adopt diffusion models for their improved mode coverage and generate multiple futures, not being constrained on a fixed number of heads (see Sec. 5).

**Reconstruction-based VAD** methods consider the original metric space of the input and leverage reconstruction as the proxy task to derive an anomaly score. These models are trained to encode and reconstruct the input from normal events, producing larger errors on anomalies not seen during training. [7][8] use sequences of frames and feed them to convolutional autoencoders. Gong et al. [9] ""memorize"" the most representative normal poses to discriminate new input samples. Liu et al. [10] tackle intensity and gradient loss, optical flow, and adversarial training. Luo et al. [11] use stacked RNNs with temporally-coherent sparse coding enforcing similar neighboring frames to be encoded with similar reconstruction coefficients. Barbalau et al. [12] builds upon [13] and integrates the reconstruction of the input frames, via multi-headed attention, into a multi-task learning framework. Besides [13][10], all works rely on a single reconstruction proxy task via non-variational architectures that learn discrete manifolds. However, normality and abnormality are multimodal and diverse, making it hard for these techniques to have an exact match (reconstruction) over the GT. Additionally, GANs used in [10] suffer from mode collapse [14] lacking to represent the multimodality of reality. Similarly to [6][12] can represent only a fixed number of modalities, which does represent the openset'ness of reality. MoCoDAD is a reconstruction-based approach and leverages diffusion processes [15] to account for the openset'ness of normalcy and anomalies in terms of pertinence to the GT.

**Skeleton-based VAD** methods exploit compact spatio-temporal skeletal representations of human motion instead of raw video frames. Morais et al. [16] use two GRU autoencoder branches to account for the global and local decomposition of the skeleton in a particular frame. Luo et al.  exploit stacked layers of ST-GCN [17] to accumulate joint information over the spatio-temporal dimensions of the frame and predict joints in the future. However, [17] uses a fixed adjacency matrix, depicting joint connections, for all ST-GCN layers, which hinders the exploration of intra-frame and intra-joint relationships, two factors that play a crucial role in improving the encoding of spatio-temporal features [18]. Markovitz et al. [19] utilize the encoder of an ST-GCN autoencoder to embed space-time skeletons into a latent vector. This vector is then fed to an end-to-end trainable deep-embedded clustering procedure which produces \(k\) clusters representing the multimodality of normalcy and anomalies. Flaborea et al. [20] propose COSKAD and force the normal instances into the same latent region driving the distances to a common center. MoCoDAD is also a skeleton-based approach that mitigates the choice of _k a priori_ to cover the multimodality of reality.

Diffusion models have marked a revolution in generative tasks such as image and video synthesis [21][22][23], but they have not been employed for VAD. Saadatnejad et al. [21] propose a two-step framework based on temporal cascaded diffusion (TCD). First, they denoise imperfect observation sequences and, then, improve the predictions of the (frozen) model on repaired frames. Tevet et al. [22] use a transformer encoder to learn arbitrary length motions [24][25] coherent with a particular conditioning signal \(c\). They experiment with constrained synthesis where \(c\) is a text prompt (i.e., text-to-motion) or a specific action class (i.e., action-to-motion) and unconstrained synthesis where \(c\) is not specified. Chen et al. [23] design a transformer-based VAE [25] to learn a representative latent space for human motion sequences. They apply a diffusion model in this latent space to generate vivid motion sequences while obeying specific conditions similar to [22]. Differently, MoCoDAD is a diffusion-based model that uses conditioning over a portion of the input (e.g., previous frames condition the generation of future ones).

Wyatt et al. [26] propose AnoDDPM, a diffusion model on images, which does not require the entire Markov chain (noise/denoise) to take place. They use decaying octaves of simplex noising functions to distinguish the corruption rate of low-frequency components from high-frequency ones. However, they add and remove noise without conditioning, identifying anomalies when noise removal diverges from the input. Differently, MoCoDAD is based on generating and comparing multimodal motions against the GT in terms of pertinence. Our proposed model is the first to exploit the multimodal generative and improved mode-coverage capabilities of diffusive techniques, via forecasting tasks, further to being first in adopting them for detecting video anomalies. Hence, to transfer DDPMs from video-basedAnomaly Detection to skeleton-based VAD we rely on a U-Net-shaped stack of STS-GCN [18] layers, which includes the spatio-temporal aspects of joints in sequences of human poses.

",1
88," Previous work relates to ours from two main perspectives: Video Anomaly Detection methods (see Sec. 2.1), and diffusion models for motion synthesis (see Sec. 2.2).

Pioneer works analyze the trajectory of the agents in the frames to discriminate those distant from normality . Within recent literature, two major trends can be identified: latent- and reconstruction-based methods. VAD techniques also vary based on the type of input data they use, such as videos or human skeletal pose motions. 

**Latent-based VAD** methods identify abnormality according to a score extracted from a learned latent space whereby normality is supposedly mapped into a constrained volume, and anomalies are those latents lying outside, with a largerscore (see [2][3][4] for an overview of latent-based AD). Sabokrou et al. [5] propose a two-staged cascade of deep neural networks. First, they employ a stack of autoencoders that detects points of interest (POIs) while excluding irrelevant patches (e.g., background). Second, they identify anomalies by densely extracting and modeling discriminative patches at POIs. Notice that this work constrains normality to belong to a single mode and anomalies outside, thus, addressing the openset'ness of anomalies, but it hampers the multimodal and diversity  aspect of normal motions. 

Notably, Nguyen et al. [6] propose an image-based technique exploring multimodal anomaly detection via multi-headed VAEs. However, considering a fixed number of modes for reality amends multimodality only partially, as it misses to unleash its openset'ness. 

**Reconstruction-based VAD** methods consider the original metric space of the input and leverage reconstruction as the proxy task to derive an anomaly score. These models are trained to encode and reconstruct the input from normal events, producing larger errors on anomalies not seen during training. [7][8] use sequences of frames and feed them to convolutional autoencoders. Gong et al. [9] ""memorize"" the most representative normal poses to discriminate new input samples. Liu et al. [10] tackle intensity and gradient loss, optical flow, and adversarial training. Luo et al. [11] use stacked RNNs with temporally-coherent sparse coding enforcing similar neighboring frames to be encoded with similar reconstruction coefficients. Barbalau et al. [12] builds upon [13] and integrates the reconstruction of the input frames, via multi-headed attention, into a multi-task learning framework. Besides [13][10], all works rely on a single reconstruction proxy task via non-variational architectures that learn discrete manifolds. However, normality and abnormality are multimodal and diverse, making it hard for these techniques to have an exact match (reconstruction) over the GT. Additionally, GANs used in [10] suffer from mode collapse [14] lacking to represent the multimodality of reality. Similarly to [6][12] can represent only a fixed number of modalities, which does represent the openset'ness of reality. 

**Skeleton-based VAD** methods exploit compact spatio-temporal skeletal representations of human motion instead of raw video frames. Morais et al. [16] use two GRU autoencoder branches to account for the global and local decomposition of the skeleton in a particular frame. Luo et al.  exploit stacked layers of ST-GCN [17] to accumulate joint information over the spatio-temporal dimensions of the frame and predict joints in the future. However, [17] uses a fixed adjacency matrix, depicting joint connections, for all ST-GCN layers, which hinders the exploration of intra-frame and intra-joint relationships, two factors that play a crucial role in improving the encoding of spatio-temporal features [18]. Markovitz et al. [19] utilize the encoder of an ST-GCN autoencoder to embed space-time skeletons into a latent vector. This vector is then fed to an end-to-end trainable deep-embedded clustering procedure which produces \(k\) clusters representing the multimodality of normalcy and anomalies. Flaborea et al. [20] propose COSKAD and force the normal instances into the same latent region driving the distances to a common center. 

Diffusion models have marked a revolution in generative tasks such as image and video synthesis [21][22][23], but they have not been employed for VAD. Saadatnejad et al. [21] propose a two-step framework based on temporal cascaded diffusion (TCD). First, they denoise imperfect observation sequences and, then, improve the predictions of the (frozen) model on repaired frames. Tevet et al. [22] use a transformer encoder to learn arbitrary length motions [24][25] coherent with a particular conditioning signal \(c\). They experiment with constrained synthesis where \(c\) is a text prompt (i.e., text-to-motion) or a specific action class (i.e., action-to-motion) and unconstrained synthesis where \(c\) is not specified. Chen et al. [23] design a transformer-based VAE [25] to learn a representative latent space for human motion sequences. They apply a diffusion model in this latent space to generate vivid motion sequences while obeying specific conditions similar to [22]. 

Wyatt et al. [26] propose AnoDDPM, a diffusion model on images, which does not require the entire Markov chain (noise/denoise) to take place. They use decaying octaves of simplex noising functions to distinguish the corruption rate of low-frequency components from high-frequency ones. 

",0
89," Due to the rapid development of convolutional neural networks (CNN), CNN-based methods [1][2][3][4] have become mainstream methods for SR tasks. SRCNN [1] pioneered the application of convolutional neural networks on the SR task, surpassing the performance of traditional methods. In EDSR [2], a very deep network was utilized and the batch normalization layers in the residual block were removed. SwinIR [5] first attempted to apply the Swin-Transformer [6] on the SR task, showing the potential of Transformer-based networks [7]. To enlarge the receptive field, the hybrid attention block (HAB) was proposed by HAT [8], which achieved state-of-the-art performance. However, these models have high requirements for memory and computational resources which are not easily attainable in real-world applications.

To realize lightweight SR for GPU servers, many approaches tried to reduce the number of parameters and FLOPs. CARN  attempted to apply group convolutions. IMDN [9] employed a progressive refinement module to improve the information extraction ability and reduced the number of layers and channels. For further improvement in the efficiency of feature extraction, in RFDN , \(1\times 1\) convolutions were utilized to replace the \(3\times 3\) convolutions on the split channel of the IMDB [9] module. RLFN [10] replaced the progressive refinement module with a simpler residual module, which further improved the running speed and achieved great performance. MemSR [11] optimized the network in terms of memory by removing the residual structure in the model and proposed a novel knowledge distillation method to improve the performance.

Due to the particularity of the mobile platforms, most models for GPU servers are not directly applicable to mobile devices whose applications require to be carried out in a timely fashion with restricted computational resources. To solve this problem, current methods mainly optimized the network from three aspects, _i.e._, neat network topology, computation reduction and operator substitution. ECBSR , which proposed an Edge-oriented Convolutional Block (ECB) to achieve better performance, used relatively neat topology for low inference latency on mobile devices and introduced reparameterization techniques to achieve computation reduction for SR task. Following , RepSR [12] optimized the performance and training efficiency of the reparameterization module in ECBSR to achieve further computation reduction. ABPN [13] first attempted to apply operator substitution and used the faster _repeat_ operator instead of nearest neighbor interpolation in global residual connections. Inspired by the reparameterization technique, we propose ET, which substitutes more types of operators to achieve low inference latency. Our proposed ETDS optimized the network from all three aspects, where ET optimized the network by achieving operator substitution and computation reduction while the dual stream network adopted a neat topology.

",1
